"word";"ceviri";"master";"CreatedAt"
"chunk";"büyük veri setlerinin küçük parçalarý/ parça, önemli bir miktar";"ibm data analyst";"2024-10-11 18:29:49"
"interval";"aralýk/ mola";"ibm data analyst";"2024-10-11 18:32:38"
"execution";"program çalýþýrken iþlemci tarfýndan verilen talimatlarýn yerine getirilmesi/ uygulamak/ infaz";"ibm data analyst";"2024-10-11 18:35:35"
"populate";"doldurmak, yerleþtirmek, bulunmak";"ibm data analyst";"2024-10-11 19:36:18"
"incremental";"aþamalý artan, büyüyen, geniþleyen";"ibm data analyst";"2024-10-11 19:37:56"
"refresh";"yenilemek, canlandýrmak/ güçlenmek, enerji kazanmak";"ibm data analyst";"2024-10-11 19:39:21"
"content";"içerik, kapsam";"ibm data analyst";"2024-10-11 19:40:39"
"erase";"silmek, unutmak, yok etmek";"ibm data analyst";"2024-10-11 19:41:54"
"verification";"doðrulama, onaylama, kontrol etme";"ibm data analyst";"2024-10-11 19:43:12"
"although";"buna raðmen";"ibm data analyst";"2024-10-11 19:46:23"
"subset";"alt küme, özel katagori";"ibm data analyst";"2024-10-11 19:48:14"
"particularly";"özellikle, bilhassa";"ibm data analyst";"2024-10-11 19:50:49"
"contribute";"katkýda bulunmak";"ibm data analyst";"2024-10-11 20:04:34"
"typically";"genellikle, çoðunlukla, tipik olarak";"ibm data analyst";"2024-10-11 20:19:23"
"provide";"saðlamak";"operating systems";"2024-10-14 11:08:50"
"intermediary";"aracý, iki þey arasýnda iletiþim saðlamak/ ara basamak";"operating systems";"2024-10-14 11:10:46"
"foundation";"temel/ vakýf";"ibm data analyst";"2024-10-13 11:35:16"
"innovantie";"yenilikçi, yaratýcý";"ibm data analyst";"2024-10-13 12:10:18"
"velocity";"hýz";"ibm data analyst";"2024-10-13 12:10:56"
"veracity";"doðruluk, güvenirlik";"ibm data analyst";"2024-10-13 12:11:27"
"accumulate";"biriktirmek, toplamak";"ibm data analyst";"2024-10-13 12:12:13"
"attribute";"nitelik, özellik/ atfetmek, baðlamak";"ibm data analyst";"2024-10-13 12:13:39"
"ambiguity";"belirsizlik/ çift anlamlýlýk";"ibm data analyst";"2024-10-13 12:14:40"
"traceability";"izlenebilirlik, takip edilebilirlik";"ibm data analyst";"2024-10-13 12:15:59"
"debate";"çekiþme, karar verme süreci";"ibm data analyst";"2024-10-13 12:16:47"
"accurate";"doðru, kesin";"ibm data analyst";"2024-10-13 12:17:19"
"devise";"geliþtirmek, tasarlamak, hesaplamak, planlamak";"ibm data analyst";"2024-10-13 12:18:11"
"cope";"baþa çýkmak, üstesinden gelmek";"ibm data analyst";"2024-10-13 12:18:47"
"feasible";"mümkün, uygulanabilir";"ibm data analyst";"2024-10-13 12:20:01"
"enrich";"zenginleþtirmek, geliþtirmek";"ibm data analyst";"2024-10-13 12:21:50"
"strap";"kayýþ, bant/ sýký bir þekilde baðlamak";"ibm data analyst";"2024-10-13 12:28:13"
"consolidating";"birleþtirmek/ güçlendirmek";"ibm data analyst";"2024-10-13 12:29:14"
"congestion";"týkanýklýk, kalabalýklaþma";"ibm data analyst";"2024-10-13 12:30:27"
"throughput";"performans ölçütü, verimlilik, akýþ miktarý";"ibm data analyst";"2024-10-13 12:31:50"
"accommodation";"konaklama, uyum saðlama";"ibm data analyst";"2024-10-13 12:32:38"
"portability";"taþýnabilirlik, uyumluluk";"ibm data analyst";"2024-10-13 12:33:37"
"compatible";"anlaþýlabilir, uyumlu";"ibm data analyst";"2024-10-13 12:34:32"
"versatile";"çok yönlü, farklý iþlerde kullanýlabilen";"ibm data analyst";"2024-10-13 12:36:02"
"archival";"verilerin tarihsel-hukusal korunmasý-saklanmasý ile ilgili süreç";"ibm data analyst";"2024-10-13 12:39:23"
"sub";"program içinde bir iþlev için yazýlan daha küçük kod bloðu/ alt, alt seviye";"ibm data analyst";"2024-10-13 12:41:15"
"sheer";"þeffaf, ince/ tam, kesin";"ibm data analyst";"2024-10-13 12:42:13"
"phaze";"aþama, durum";"ibm data analyst";"2024-10-13 12:42:54"
"outline";"anahat, içerik baþlýklarý";"operating systems";"2024-10-14 14:14:47"
"environment";"çevre, ortamdaki mevcut koþullar";"operating systems";"2024-10-14 14:16:46"
"coverage";"kapsama alaný, sigorta kapsamý";"operating systems";"2024-10-14 14:23:31"
"various";"çeþitli";"operating systems";"2024-10-14 14:26:21"
"complier";"derleyici, kaynak kodunu hedef diline dönüþtüren araç/ toplayýcý";"operating systems";"2024-10-14 14:28:55"
"assembler";"montajcý, düþük seviye programlama dilinde yazýlan kodu makine koduna çeviren araç,/ birleþtirici";"operating systems";"2024-10-14 14:33:39"
"conveniently";"elveriþli, kolay, uygun";"operating systems";"2024-10-14 14:36:43"
"initiate";"baþlatmak, giriþ yapmak";"operating systems";"2024-10-14 14:39:35"
"allocation";"tahsis, daðýtým, paylaþtýrma";"operating systems";"2024-10-14 14:41:04"
"efficient";"verimli, iþlevsel";"operating systems";"2024-10-14 14:41:50"
"vendor ship";"teslimat";"operating systems";"2024-10-14 14:51:30"
"approximation";"yaklaþým, tahmin";"operating systems";"2024-10-14 14:52:53"
"wildly";"aþýrý, kontrolsüz, çýlgýnca";"operating systems";"2024-10-14 14:58:06"
"buffer";"veri akýþý sýrasýnda verilerin geçici olarak depolandýðý yer/ tampon/ yastýk";"operating systems";"2024-10-15 08:21:14"
"inform";"bilgilendirmek, haber vermek";"operating systems";"2024-10-15 08:21:14"
"interrupt";"iþlemciye mevcut iþlemine ara verip öncelikli bir iþleme baþlatantýran sinyal, sözünü kesmek";"operating systems";"2024-10-15 08:21:14"
"preserve";"korumak, saklamak";"operating systems";"2024-10-15 08:21:14"
"respective";"kendi, ilgili";"operating systems";"2024-10-15 08:21:14"
"interrupt vector";"interrupt gerçekleþtiðinde hangi handler'ý çalýþtýracaðýný belirleyen bellek tablosu";"operating systems";"2024-10-15 08:21:14"
"transmit";"iletmek/ að yolu ile iletmek/ bulaþtýrmak";"operating systems";"2024-10-15 08:21:14"
"intervention";"araya girme, müdahale, durdurma";"operating systems";"2024-10-15 08:21:14"
"trap";"software interrupt(yazýlýmsal kesinti)";"operating systems";"2024-10-15 08:21:14"
"instruction";"komut, talimat/ eðitim";"operating systems";"2024-10-15 08:21:14"
"asynchronoys";"baðýmsýz, eþ zamanlý olmayan";"operating systems";"2024-10-15 08:21:14"
"synchronous";"eþ zamanlý, zaman baðlamýnda baðýmlý";"operating systems";"2024-10-15 08:21:14"
"via";"aracýlýðýyla, vasýtasýyla";"operating systems";"2024-10-15 08:21:14"
"bia";"önyargý, taraflýlýk";"ibm data analyst";"2024-10-17 08:37:54"
"source";"kaynak, veri depolanan yer";"ibm data analyst";"2024-10-17 08:39:30"
"peripherals";"pc'ye baðlanan ek harici cihazlar/ çevre birimleri, çevre unsurlarý";"ibm data analyst";"2024-10-17 08:43:18"
"supplement";"ek, ilave, destekleyici unsur";"ibm data analyst";"2024-10-17 08:44:51"
"log";"kayýt/ kütük";"ibm data analyst";"2024-10-17 08:47:51"
"deliver";"teslim etkmek/ bir vaadi yerine getirmek/ doðum yapmak";"ibm data analyst";"2024-10-17 08:50:12"
"downstream";"nehirdeki akýntý yönünde/ sonraki aþamalarda";"ibm data analyst";"2024-10-17 08:51:46"
"replicate";"kopyalamak, tekrarlamak";"ibm data analyst";"2024-10-17 08:55:59"
"add-in";"eklenti, ekstra özellik, ana programa eklenen bileþen";"ibm data analyst";"2024-10-17 09:04:32"
"extend";"bir sistemin özelliklerini, iþlevlerini arttýrmak/ uzatmak, genilþetmek";"ibm data analyst";"2024-10-17 09:08:25"
"simultaneously";"ayný anda, eþ zamanlý";"ibm data analyst";"2024-10-17 09:15:09"
"bulk";"büyük miktarda, hacim miktarý";"ibm data analyst";"2024-10-13 10:02:00"
"merge";"dosyalarýn bir araya getirilip bütün oluþturmalarý, birleþtirmek, kaynaþtýrmak";"ibm data analyst";"2024-10-13 10:02:00"
"join";"dosyalarýn bir koþula baðlý bir araya getirilip bütün oluþturmalarý, birleþtirmek, katýlmak";"ibm data analyst";"2024-10-13 10:02:00"
"normalization";"verilerin düzenlenmesi, optimize edilmesi";"ibm data analyst";"2024-10-13 10:02:00"
"skew";"bir veri daðýlýmýnýn simetrik olmamasý, eðrilik/ etkilemek";"ibm data analyst";"2024-10-13 10:02:00"
"gender";"cinsiyet";"ibm data analyst";"2024-10-13 10:02:00"
"glossary";"bir konuyla ilgili terimlerin ve anlamlarýnýn yer aldýðý sözlük";"ibm data analyst";"2024-10-13 10:02:00"
"explicitly";"açýkça, kesin bir þekilde";"ibm data analyst";"2024-10-17 10:10:01"
"straightforward";"açýk, dürüst";"ibm data analyst";"2024-10-17 10:12:55"
"parse";"çözümleyerek anlamak";"ibm data analyst";"2024-10-17 10:15:14"
"weaken";"zayýflatmak, azaltmak";"ibm data analyst";"2024-10-17 10:16:58"
"inconsistent";"tutarsýz, düzensiz";"ibm data analyst";"2024-10-17 10:57:05"
"intrinsic";"içsel, özünde bulunan, dýþ faktörlerden etkilenmeyen";"ibm data analyst";"2024-10-17 11:03:14"
"anchored";"referans noktasýna göre karar verme, temellendirme/ baðlanmak";"ibm data analyst";"2024-10-17 11:10:08"
"unit";"ölçüm sisteminde temel standart olaran en küçük bileþen/ birim, modül";"ibm data analyst";"2024-10-17 11:13:18"
"rectify";"düzeltmek, iyileþtirmek";"ibm data analyst";"2024-10-17 11:14:26"
"typo";"yazýlým hatasý";"ibm data analyst";"2024-10-17 11:15:31"
"undertake";"üstlenmek, baþlamak";"ibm data analyst";"2024-10-17 11:20:31"
"portion";"kýsým, hisse";"ibm data analyst";"2024-10-17 11:22:21"
"inevitably";"kaçýnýlmaz olarak, kesin";"ibm data analyst";"2024-10-17 11:23:57"
"account";"hesap/ hesaplamak/ sorumlu tutmak";"ibm data analyst";"2024-10-17 11:28:50"
"ledge";"raf, çýkýntý";"ibm data analyst";"2024-10-17 11:30:03"
"revenue";"gelir, kazanç, hasýlat";"ibm data analyst";"2024-10-17 11:37:05"
"drastically";"ani bir þekilde/ köklü olarak";"ibm data analyst";"2024-10-17 11:38:28"
"redundant";"gereksiz, fazladan";"ibm data analyst";"2024-10-17 11:45:16"
"profile";"bilgi içeren kayýt, kiþisel bilgi/ tanýtmak, tanýtým";"ibm data analyst";"2024-10-17 11:46:56"
"tempt";"özendirmek, baþtan çýkarmak";"ibm data analyst";"2024-10-17 12:48:16"
"built-in";"sistemde yerleþik bulunan özellik";"ibm data analyst";"2024-10-17 12:50:07"
"data dump";"tüm verilerin tek seferde aktarýlmasý, veri yedeði";"ibm data analyst";"2024-10-17 12:51:37"
"deliberate";"kasýtlý, dikkatli";"ibm data analyst";"2024-10-17 12:54:39"
"narrative";"hikaye, anlatým tarzý";"ibm data analyst";"2024-10-17 12:55:36"
"summary";"özet, kýsa bilgi";"ibm data analyst";"2024-10-17 13:00:31"
"grasp";"kavramak/ tutmak";"ibm data analyst";"2024-10-17 13:01:36"
"concise";"özlü, kýsa, net";"ibm data analyst";"2024-10-17 13:04:41"
"coherent";"tutarlý, anlaþýlýr";"ibm data analyst";"2024-10-17 13:05:35"
"resonate";"etkilemek, derin duygusal etki býrakmak/ yanký";"ibm data analyst";"2024-10-17 13:09:03"
"pitch";"bir fikrin kýsa sürede tanýtýlmasý(jürilere vs)/ ses yüksekliði";"ibm data analyst";"2024-10-17 13:11:14"
"interpretation";"yorum açýklama, tercüme";"ibm data analyst";"2024-10-17 13:15:42"
"decipher";"çözmek, anlamlandýrmak, þifreyi çözmek";"ibm data analyst";"2024-10-17 13:16:48"
"overarching";"anafikir, kapsayýcý";"ibm data analyst";"2024-10-17 13:20:03"
"conversion";"kullanýcýnýn belirli bir hedefi gerçekleþtirmesi(ürün satýn almasý)/ dönüþüm, deðiþtirme";"ibm data analyst";"2024-10-17 13:26:29"
"campaign";"kampanya/ seferberlik";"ibm data analyst";"2024-10-17 13:27:15"
"comprehend";"anlamak, kavramak";"ibm data analyst";"2024-10-19 11:09:23"
"quantitative";"bir þeyin sayýlarla veya ölçülebilir deðerlerle ifade edilebilmesi";"ibm data analyst";"2024-10-21 16:28:44"
"production";"mal veya hizmetlerin oluþturulma süreci";"ibm data analyst";"2024-10-21 16:28:44"
"vaccine";"aþý, bir þeyi koruma önleme amacýyla alýnan önlemler";"ibm data analyst";"2024-10-21 16:28:44"
"efficacy";"etkililik, baþarý oraný";"ibm data analyst";"2024-10-21 16:28:44"
"churn";"sürekli deðiþim/ sývý ya da malzemenin karýþmasý, dönmesi";"ibm data analyst";"2024-10-21 16:28:44"
"scrutinize";"dikkatle incelemek, yakýndan incelemek";"ibm data analyst";"2024-10-21 16:28:44"
"discrete";"ayrýk, baðýmsýz";"ibm data analyst";"2024-10-21 16:28:44"
"remain";"ayný durumda kalmak, deðiþiklik göstermemek, geride kalmak";"operating systems";"2024-11-02 16:28:44"
"bracket";"parantez/ braket, destekleyici yapý";"numerical methods";"2024-11-03 16:36:50"
"convregent";"yakýnsak, limitte yaklaþan/ bir noktada birleþmek/ benzer fikirlerin bir araya gelmesi";"numerical methods";"2024-11-03 16:36:50"
"contrast";"zýtlýk, karþýtlýk/ tezat oluþturmak, iki þeyi karþýlaþtýrarak farklýlýklarýný vurgulamak";"numerical methods";"2024-11-03 16:36:50"
"diverge";"limitsel olarak uzaklaþma, ulaþmamai terse gitme/ fikirlerin, yollarýn ayrýlmasý";"numerical methods";"2024-11-03 16:36:50"
"converge";"limitsel olarak yaklaþmak, bir noktada birleþmek, benzer fikirlerin bir noktada buluþmasý";"numerical methods";"2024-11-03 16:36:50"
"depiction";"tasvir, betimleme/bir hikaye- olay anlatýmý";"numerical methods";"2024-11-03 16:36:53"
"daemon";"iblis/ arka planda kullanýcýyla doðrudan etkileþime girmeyen bir program-süreç";"operating systems";"2024-11-09 16:38:21"
"latter";"ikincisi";"operating systems";"2024-11-09 16:38:21"
"former";"önceki";"operating systems";"2024-11-09 16:38:21"
"sequentially";"adým adým, belli bir sýra ile";"operating systems";"2024-11-09 16:38:21"
"foreground";"aktif ve kullanýcýnýn dikkatini çeken öðe, kýsým";"operating systems";"2024-11-09 16:38:24"
"interleave";"verilerin- iþlemlerin belirli bir düzen ile birleþtirilmesi, birbirleri ile karýþmasý";"operating systems";"2024-11-09 16:41:28"
"dispersion";"daðýlma, yayýlma";"ibm data analyst";"2024-11-25 09:30:15"
"deviation";"sapma, yoldan çýkma";"ibm data analyst";"2024-11-25 09:37:36"
"variance";"veri kümesindeki bir deðerin ortalamadan ne kadar uzaklaþtýðý, varyans";"ibm data analyst";"2024-11-25 09:39:13"
"standart deviation";"veri kümesinde bir deðerin ortalamadan ne kadar uzaklaþtýðý(varyansýn karekökü)";"ibm data analyst";"2024-11-25 09:44:48"
"confidence intervals";"güven aralýðý, popülasyonda bir parametre tahmin edilirken bunun ne kadar güvenilir olduðu";"ibm data analyst";"2024-11-25 09:53:45"
"generative ai";"üretken yapay zeka";"ibm data analyst";"2024-11-25 15:36:03"
"captivate";"bir þeyi veya birisini büyülemek";"ibm data analyst";"2024-11-25 15:43:05"
"genuine";"eþsiz, gerçek, samimi, dürüst";"ibm data analyst";"2024-11-25 16:35:19"
"warrant";"bir þeyin yapýlmasýný haklý çýkaran resmi, yeterli izin/ garanti";"ibm data analyst";"2024-11-25 16:36:56"
"subbmission";"teslim etmek, boyun eðmek";"ibm data analyst";"2024-11-26 11:31:09"
"flowchart";"sure, algoritma, iþ akýþýný adým adým görselleþtiren diyagram";"ibm data analyst";"2024-11-26 10:03:51"
"profit";"karma, gelir";"ibm data analyst";"2024-11-26 10:03:51"
"invoice";"fatura düzenleme ve gönderme";"ibm data analyst";"2024-11-26 10:03:51"
"cell";"hücre, boþluk";"ibm data analyst";"2024-11-26 10:03:51"
"audit";"kuruluþun mali tablolarýný, yasalar ve doðruluk için finansal açýdan kontrol denetleme";"ibm data analyst";"2024-11-26 10:05:42"
"distill";"damýtma, özünü çýkarma";"github";"2024-11-27 10:09:47"
"ultimate";"nihai, bir sürecin veya amacýn en yüksek, en son, en belirleyici, en iyi durumu";"github";"2024-11-27 10:09:47"
"feature";"ayýrt edici, özellik, vurgulamak";"github";"2024-11-27 10:09:47"
"latent";"gizli, potansiyonel, gözle görülemeyen ancak analiz veya ölçümle ortaya çýkabilen";"github";"2024-11-27 10:09:47"
"aim";"hedef, amaç, niþan almak";"github";"2024-11-27 10:09:47"
"fetch";"bir þeyi bir yerden getirmek/ bir þeyin gelir kazandýrmasý";"github";"2024-11-27 10:09:47"
"candidate";"bir pozisyon, ödül veya görev için deðerlendirilen, baþvuran kimse";"github";"2024-11-27 10:09:48"
"framework";"yaklaþým, yöntem/ çerçeve";"github";"2024-11-27 10:09:48"
"backbone";"omurga, temel güç-destek";"github";"2024-11-27 10:09:48"
"recent";"yakýn bir zamanda gerçekleþen olaylarý belirtir, yeni, son";"github";"2024-11-28 10:09:48"
"neural";"sinirsel, sinir aðlarý";"github";"2024-11-28 10:09:48"
"author";"yazar";"github";"2024-11-28 10:09:48"
"fatigue";"yorgunluk, tükenmiþlik";"github";"2024-11-28 10:09:48"
"endeavor";"çaba, giriþim";"github";"2024-11-28 10:09:48"
"transparency";"þeffaflýk, açýklýk";"github";"2024-11-28 10:09:48"
"relative reference";"hücre adresi formülün taþýndýðý yere göre deðiþir(elektronik tablolarda)";"excel";"2024-11-29 10:09:48"
"absolute reference";"hücre adresi formülün taþýndýðý yere göre deðiþmez, sabittir(elektronik tablolarda)";"excel";"2024-11-29 10:09:48"
"asterisk";"yýldýz iþareti(*), dipnot belirleyici";"excel";"2024-11-29 10:09:48"
"agent";"bir görevi yerine getiren varlýk, yazýlým/ temsilci, aracý, ajan";"excel";"2024-11-29 10:09:48"
"sparse";"bir alanýn, matrisin çoðunlukla boþ, seyrek olmasý";"recommender systems";"2024-12-01 10:09:48"
"hence";"bu nedenle, bir çýkarýmý veya sonucu ifade etmek için kullanýlýr";"recommender systems";"2024-12-01 10:09:48"
"dot";"nokta";"recommender systems";"2024-12-01 10:09:48"
"slope";"eðim";"recommender systems";"2024-12-01 10:09:48"
"intercept";"bir eðrinin-doðrunun baþka bir doðruyu-ekseni-eðriyi kesme/ durdurmak, engellemek";"recommender systems";"2024-12-01 10:09:48"
"residual";"bir modelin tahmin ettiði deðer ile gözlemlenen gerçek deðer arasýndaki fark";"recommender systems";"2024-12-01 10:09:48"
"lingo";"belirli bir grup, alan tarafýndan özgün kullanýlan terimlerin oluþturabileceði dil, jargon";"recommender systems";"2024-12-01 10:09:48"
"derivate";"türev, deðiþim hýzý";"recommender systems";"2024-12-01 10:09:48"
"gradient";"çok deðiþkenli bir fonksiyonun tüm türevlerinin bir vektör olarak bir araya getirilmiþ hali";"recommender systems";"2024-12-01 10:09:48"
"descent";"iniþ, bir fonksiyonun minimum deðerine inmek içi kullanýlan optimizasyon yöntemi";"recommender systems";"2024-12-01 10:09:48"
"propose";"önermek";"recommender systems";"2024-12-01 10:09:48"
"encounter";"raslantý, beklenmedik þekilde meydana gelme";"recommender systems";"2024-12-01 10:09:48"
"thus";"böylece, öyleyse";"recommender systems";"2024-12-01 10:09:48"
"uncertainty";"belirsiz";"recommender systems";"2024-12-01 10:09:49"
"in-dept";"derinlemesine, konuya, alana detaylý þekilde odaklanma";"recommender systems";"2024-12-03 10:53:16"
"involve";"içermek, bir þeyin parçasý olmak, gerektirmek/ birini bir olaya dahil etmek";"recommender systems";"2024-12-03 11:23:55"
"regardless";"ne olursa olsun, raðmen, engelleri dikkate almadan yapma";"recommender systems";"2024-12-03 11:27:08"
"penalize";"cezalandýrmak/ haksýzlýða uðratmak";"recommender systems";"2024-12-03 11:45:32"
"proximity";"benzerlik, yakýnlýk";"recommender systems";"2024-12-03 14:05:14"
"mean";"ortalama/ kaba, narsist";"recommender systems";"2024-12-03 14:07:12"
"cosine";"kosinüs";"recommender systems";"2024-12-03 14:08:57"
"assume";"varsaymak, doðruluðu kanýtlanmadan kabul etmek/ üstlenmek/ duruþ, davranýþ benimsemek";"recommender systems";"2024-12-03 14:32:37"
"due";"bir olayýn beklenen nedenle meydana gelmesi, hak talep etme, borcun ödenmesi gereken zaman";"recommender systems";"2024-12-03 14:35:59"
"infer";"çýkarým yapmak";"recommender systems";"2024-12-03 15:04:53"
"inner";"iç kýsým, merkez/ içsel duygu-düþünce";"recommender systems";"2024-12-03 15:07:18"
"orthogonal";"vektör uzayýnda birbirine dik vektörler";"recommender systems";"2024-12-03 15:22:15"
"orthonormal";"vektör uzayýnda birbirine dik ve eþit büyüklükte vektörler";"recommender systems";"2024-12-03 15:22:40"
"coefficient";"kat sayý";"recommender systems";"2024-12-03 16:35:55"
"inclusion";"bir þeyin bir bütünün parçasý olarak kabul edilmesi, içerme";"recommender systems";"2024-12-03 18:00:07"
"wizard";"sihirbaz/ bir görevi adým adým yerine getirmeye yardýmcý olan rehber arayüzü";"excel";"2024-12-07 21:53:40"
"regulation";"düzenleme, belirli bir alanda kontrol saðlýyan kural-yönerge";"excel";"2024-12-07 22:14:06"
"anonymous";"anonim";"excel";"2024-12-07 22:14:56"
"spelling";"excel'de yazým hatasý kontrol fonksiyonu";"excel";"2024-12-15 10:50:12"
"spell";"bi þeyin açýkça belirtilmesi, harf harf yazýlmasý/ büyü/ kýsa zaman dilimi";"excel";"2024-12-15 10:51:00"
"saprsity";"seyreklik, veri kýtlýðý";"recommender systems";"2024-12-23 12:08:11"
"sigh";"bir duygunun ifadesi olarak derin nefes alýp vermek";"recommender systems";"2024-12-23 12:09:55"
"decoder ring";"þifreli bir mesajýn çözülmesi için kullanýlan araç veya algoritma";"recommender systems";"2024-12-23 12:50:45"
"dimensionality reduction";"boyut azaltma, yükset boyutlu veri kümelerinin daha düþük boyutlu temsillere indirgenmesi";"recommender systems";"2024-12-23 12:55:53"
"explicit";"bir þeyin açýkça ve doðrudan tanýmlanmasý";"recommender systems";"2024-12-23 14:26:49"
"implicit";"dolaylý anlatým, açýkça anlatmama, gizli þekilde anlatma";"recommender systems";"2024-12-23 14:27:32"
"core";"bir sistemin veya uygulamanýn en önemli veya temel bileþeni";"recommender systems";"2024-12-23 14:35:55"
"provision";"bir þeyin, sistemin, hizmetin saðlanmasý, temin edilmesi";"recommender systems";"2024-12-23 14:54:44"
"distinct";"belirgin, farklý, ayýrt edilebilir/ veri sistemlerinde yinelenen verileri kaldýrmak";"recommender systems";"2024-12-23 16:02:37"
"overfitting";"modelin eðitim verisine aþýrý uyum saðlamasý, görmediði verilerde kötü performans";"recommender systems";"2024-12-23 19:43:04"
"regularize";"düzenlemek/ overfitting önlemek için kullanýlan yöntem, ceza terimleri ekler";"recommender systems";"2024-12-23 19:55:34"
"flexibilty";"esneklik";"recommender systems";"2024-12-23 19:56:12"
"tweak";"küçük, ince bir ayar, deðiþiklik yapmak";"recommender systems";"2024-12-23 19:57:56"
"random forest";"gözetimli öðrenme algoritmasý, karar aðaçlarýnýn oluþturduðu topluluk, overfitting azaltýr";"recommender systems";"2024-12-23 20:00:46"
"exaggerate";"abartmak";"recommender systems";"2024-12-23 20:04:38"
"absolute";"kesin, deðiþmez/ mutlak deðer";"recommender systems";"2024-12-23 20:07:55"
"sensitization";"daha duyarlý hale gelme";"recommender systems";"2024-12-23 20:28:21"
"trend";"belirli bir süre boyunca bir deðiþkenin yönü/ eðilim, moda";"recommender systems";"2024-12-23 20:44:12"
"tradeoff";"iki ya da daha fazla hedef arasýnda seçim yapmak ya dengelmek";"recommender systems";"2024-12-23 20:50:46"
"convolution";"bir fonksiyonun bir diðeri ile nasýl birleþtiðini veya örtüþtüðünü gösteren matematiksel iþlem";"recommender systems";"2024-12-23 20:57:54"
"nitty-gritty";"iþin özü, asýl önemli nokta";"recommender systems";"2024-12-23 21:10:57"
"strictly";"tam olarak, sadece, katý bir þekilde, kesinlikle";"recommender systems";"2024-12-23 21:47:49"
